,Food code,Main food description,WWEIA Category description,Ingredient description
6564,27311645,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Broccoli  cooked  as ingredient
6565,27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,"Beef  round  top round steak  separable lean and fat  trimmed to 1/8"" fat  all grades  cooked  broiled"
6566,27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Potatoes  boiled  cooked without skin  flesh  without salt
6567,27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Peppers  sweet  green  cooked  boiled  drained  without salt
6568,27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Green beans  cooked  as ingredient
6569,27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  cooked  boiled  drained  without salt
6570,27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Mushrooms  white  cooked  boiled  drained  without salt
6571,27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Garlic  raw
6572,27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Ginger root  raw
6573,27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Soup  beef broth or bouillon canned  ready-to-serve
6574,27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Soy sauce made from soy and wheat (shoyu)
6575,27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  spring or scallions (includes tops and bulb)  raw
6576,27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Vegetable oil  NFS
6577,27313010,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Meat mixed dishes,"Beef  round  top round steak  separable lean and fat  trimmed to 1/8"" fat  all grades  cooked  broiled"
6578,27313010,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Meat mixed dishes,Vegetable oil  NFS
6579,27313010,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Meat mixed dishes,Noodles  egg  enriched  cooked
6580,27313010,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Meat mixed dishes,Carrots  frozen  cooked  boiled  drained  without salt
6581,27313010,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Meat mixed dishes,Broccoli  frozen  chopped  cooked  boiled  drained  without salt
6582,27313010,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Meat mixed dishes,Salt  table  iodized
6583,27313020,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Meat mixed dishes,"Beef  round  top round steak  separable lean and fat  trimmed to 1/8"" fat  all grades  cooked  broiled"
6584,27313020,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Meat mixed dishes,Vegetable oil  NFS
6585,27313020,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Meat mixed dishes,Noodles  egg  enriched  cooked
6586,27313020,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Meat mixed dishes,Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt
6587,27313020,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Meat mixed dishes,Beans  snap  green  frozen  cooked  boiled  drained without salt
6588,27313020,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Meat mixed dishes,Salt  table  iodized
6592,27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,"Beef  round  top round steak  separable lean and fat  trimmed to 1/8"" fat  all grades  cooked  broiled"
6593,27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Vegetable oil  NFS
6594,27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Garlic  raw
6595,27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Ginger root  raw
6596,27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  cooked  boiled  drained  without salt
6597,27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  spring or scallions (includes tops and bulb)  raw
6598,27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Soy sauce made from soy and wheat (shoyu)
6599,27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Soup  beef broth or bouillon canned  ready-to-serve
6600,27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Rice noodles  cooked
6601,27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Carrots  cooked  boiled  drained  without salt
6602,27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Broccoli  cooked  as ingredient
6603,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,"Beef  round  top round steak  separable lean and fat  trimmed to 1/8"" fat  all grades  cooked  broiled"
6604,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Vegetable oil  NFS
6605,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Garlic  raw
6606,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Ginger root  raw
6607,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  cooked  boiled  drained  without salt
6608,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  spring or scallions (includes tops and bulb)  raw
6609,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Soy sauce made from soy and wheat (shoyu)
6610,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Soup  beef broth or bouillon canned  ready-to-serve
6611,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Rice noodles  cooked
6612,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Peppers  sweet  green  cooked  boiled  drained  without salt
6613,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Mushrooms  white  cooked  boiled  drained  without salt
6614,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",Stir-fry and soy-based sauce mixtures,Green beans  cooked  as ingredient
6615,27313210,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,"Beef  round  top round steak  separable lean and fat  trimmed to 1/8"" fat  all grades  cooked  broiled"
6616,27313210,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Tomato products  canned  sauce
6617,27313210,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Noodles  egg  enriched  cooked
6618,27313210,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Carrots  frozen  cooked  boiled  drained  without salt
6619,27313210,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Broccoli  frozen  chopped  cooked  boiled  drained  without salt
6620,27313210,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Vegetable oil  NFS
6621,27313210,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Meat mixed dishes,Salt  table  iodized
6622,27313220,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,"Beef  round  top round steak  separable lean and fat  trimmed to 1/8"" fat  all grades  cooked  broiled"
6623,27313220,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Noodles  egg  enriched  cooked
6624,27313220,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Tomato products  canned  sauce
6625,27313220,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt
6626,27313220,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Beans  snap  green  frozen  cooked  boiled  drained without salt
6627,27313220,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Vegetable oil  NFS
6628,27313220,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Meat mixed dishes,Salt  table  iodized
6629,27313310,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",Meat mixed dishes,"Beef  round  top round steak  separable lean and fat  trimmed to 1/8"" fat  all grades  cooked  broiled"
6630,27313310,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",Meat mixed dishes,Soup  cream of mushroom  canned  condensed
6631,27313310,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",Meat mixed dishes,Milk  NFS
6632,27313310,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",Meat mixed dishes,Noodles  egg  enriched  cooked
6633,27313310,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",Meat mixed dishes,Carrots  frozen  cooked  boiled  drained  without salt
6634,27313310,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",Meat mixed dishes,Broccoli  frozen  chopped  cooked  boiled  drained  without salt
6635,27313310,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",Meat mixed dishes,Vegetable oil  NFS
6636,27313310,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",Meat mixed dishes,Salt  table  iodized
6637,27313320,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",Meat mixed dishes,"Beef  round  top round steak  separable lean and fat  trimmed to 1/8"" fat  all grades  cooked  broiled"
6638,27313320,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",Meat mixed dishes,Soup  cream of mushroom  canned  condensed
6639,27313320,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",Meat mixed dishes,Milk  NFS
6640,27313320,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",Meat mixed dishes,Noodles  egg  enriched  cooked
6641,27313320,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",Meat mixed dishes,Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt
6642,27313320,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",Meat mixed dishes,Beans  snap  green  frozen  cooked  boiled  drained without salt
6643,27313320,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",Meat mixed dishes,Vegetable oil  NFS
