,Spoonacular Recipe ID,Recipe,Recipe Sodium,Recipe Sugar
481,632683,Apricot-Almond (Frangipane) Tart,83mg,19g
482,633078,Authentic Italian Biscotti,42mg,4g
483,633101,Autumn Pumpkin Cake,5mg,7g
484,633302,Bacon Caramels,48mg,7g
485,633779,Baked Salmon With Lime,99mg,2g
486,633851,Baked Tofu Cheesecake,97mg,13g
487,634004,Banana Bread Nice Cream,1mg,15g
488,634070,Banana Creme Brulee,25mg,16g
489,634425,Basil Coconut Ice Cream,59mg,17g
490,635170,Black-Eye Pea And Barley Salad,6mg,2g
491,636066,Breakfast Pretzels,61mg,4g
492,636112,Brilliant & Beautiful Blueberry Tart,47mg,12g
493,636328,Brownie Coffins,41mg,24g
494,636835,Canadian apple butter,3mg,1g
495,637464,Charred Corn and Pepper Salsa,11mg,5g
496,638822,Chocolate Banana Biscotti,54mg,8g
497,639152,"CHOCOLATE PEANUT BUTTER, FROZEN BANANA DIPS",46mg,12g
498,639450,Cinnamon Cookies,30mg,5g
499,639778,Coconut Israeli Couscous Studded With Pomegranate,37mg,11g
500,640058,Corn and Cranberry Pancakies,27mg,4g
501,640204,Country Pork Skillet With Potatoes and Mushrooms,81mg,1g
502,640638,Creamy egg-less chocolate ice cream with chocolate chip cookies,39mg,19g
503,641093,Curried Pork Chops and Cauliflower With Basmati Rice,89mg,6g
504,641314,Decadent Homemade Oreos,89mg,22g
505,641880,Easy Cheese Danish,23mg,0g
506,643104,Florentine Cookies With Added Pistachios & Raisins,5mg,6g
507,644758,Glazed Pearl Onions,1mg,2g
508,645530,Green Tea Fruit Medley Smoothie,24mg,9g
509,646825,Holiday Cookies,64mg,10g
510,646873,Home Made Ghirardelli Chocolate Peanut Butter Cups,43mg,10g
511,647093,Homemade Reeses Peanut Butter Cups,43mg,16g
512,647579,How to Make Ice Cream Without an Ice Cream Maker,43mg,8g
513,648183,Italian Panna Cotta,69mg,17g
514,648345,Jalapeño Corn Cakes With Avocado Salsa,53mg,1g
515,649419,Leche Flan (Caramel Flan),22mg,4g
516,649641,Lemon glazed madeleine,9mg,4g
517,649795,Lemon Squares,90mg,7g
518,649908,Lentil Apricot Soup With Roasted Kale,80mg,5g
519,650601,Madeleines,64mg,8g
520,650703,Mama's Challah,47mg,4g
521,650755,Mango Black Tea Skinny Cocktail,2mg,1g
522,650855,Mangoes with Rum and Ice Cream,14mg,24g
523,651250,Matcha Kasutera Honey Sponge Cake,40mg,5g
524,651389,Medenjaci - Croatian Honey Spice Cookies,73mg,9g
525,651972,Mini Pumpkin Donuts,60mg,6g
526,651984,Mini Tofu Chiffon Cake,19mg,7g
527,651989,Mini-Strawberry Cheesecakes,74mg,5g
528,652111,Mixed Berry Yogurt with Almonds,75mg,20g
529,653442,Oatmeal Brownie Bars,72mg,9g
530,653610,Old-Fashioned Oatmeal Raisin Pecan Cookies,78mg,9g
531,653819,Orange Caprese Salad,74mg,10g
532,654008,"Orecchiette with Brown Butter, Broccoli, Pine Nuts, and Basil",89mg,5g
533,654517,"Pandan, Coconut and Chocolate Burfi",54mg,10g
534,655019,Patriotic Strawberries,13mg,10g
535,655195,Peachy NanaNut Smoothie,50mg,8g
536,655392,Pear and Apple Crumble,3mg,20g
537,655477,Peas And Tarragon With Fresh Goat Cheese,3mg,3g
538,655712,"Peppery, Tangy Corn Salad",96mg,5g
539,657719,Radish & Snap Pea Quinoa Salad,78mg,6g
540,657875,Raspberry Jam Swirled Buns,72mg,8g
541,657976,Raw Energy Balls,60mg,9g
542,658665,Roasted Strawberry Coconut Milk Ice Cream,13mg,4g
543,658870,Rum Raisin Cinnamon Buns,38mg,3g
544,661199,Spicy Slow Cooker Pork Carnitas,49mg,4g
545,661789,Strawberry Cucumber Refresher,8mg,2g
546,661833,Strawberry Mango Crumble,14mg,24g
547,662038,Stuffed Lemons in the Oven,53mg,2g
548,662218,Summer Fruit Sangria,12mg,22g
549,662582,Sweet Potato Green Tea Pancake Roll,65mg,9g
550,662669,Swiss Chard Linguine,23mg,1g
551,662871,Tapioca Pudding with Pineapple and Coconut,49mg,16g
552,663348,The Ultimate Frozen Coconut ‘Ice Cream’ with Hard Shell Chocolate Sauce,38mg,19g
553,663362,"Thick, Fudgy, One Bowl Brownies",23mg,1g
554,663858,Tropical Ice Pops,29mg,14g
555,663950,Tuna Stuffed Hard-Boiled Eggs,69mg,1g
556,664281,Vampire Kiss Martini,3mg,4g
557,664452,Vegan Mango Chia seed Mango Coconut Ice Pops,7mg,24g
558,664680,Vegetarian Mushroom Shepherd's Pie,53mg,6g
559,664997,Water-Cado Salad,59mg,12g
560,665040,"Watermelon, Kiwi, Apple and Frozen Banana Smoothie",3mg,13g
561,665306,Wholemeal Steam Bun,75mg,1g
562,665781,Zucchini Rice,52mg,2g
563,715574,Homemade Strawberry Shake,79mg,18g
564,1095765,Rhubarb & Blueberry Pink Lemonade,17mg,7g
565,1697397,Avocado chocolate truffles,68mg,3g
566,1697649,Deliciously Simple Steamed Beet Salad,61mg,11g
567,1697725,Barchiglia - A Pear-Almond Tart from the Old Country,20mg,2g
568,1697783,Tiramisu Overnight Oats,2mg,1g
569,1697833,Chocolate Orange Cake,37mg,3g
570,149199,"Easy, All-Natural Protein Bars",2mg,19g
571,631846,18th Century Syllabub,49mg,17g
572,631878,5 Minute to Magnificent Cake,46mg,8g
573,633779,Baked Salmon With Lime,99mg,2g
574,634141,Banana Oatmeal Breakfast Muffins,75mg,11g
575,634986,Bing's Banana Cake,72mg,6g
576,635541,Blueberry Streusel Cake With Lemon Icing,35mg,11g
577,635679,Borani Esfanaaj,99mg,2g
578,636066,Breakfast Pretzels,61mg,4g
579,636675,Cacao-Pecan Shortbread Cookies,94mg,4g
580,637464,Charred Corn and Pepper Salsa,11mg,5g
581,638190,Chicken Medallions And Fruit Salad,39mg,2g
582,638496,Chickpea and Pumpkin Curry,26mg,10g
583,639361,Christmas Fruit Cake,58mg,11g
584,639487,Cinnamon Sugar Fried Apples,19mg,12g
585,640058,Corn and Cranberry Pancakies,27mg,4g
586,640204,Country Pork Skillet With Potatoes and Mushrooms,81mg,1g
587,640337,Cracked Wheat Cereal,85mg,9g
588,640395,Cranberry Orange Biscotti,42mg,8g
589,640405,Cranberry Pumpkin Spice Energy Bites,5mg,9g
590,640638,Creamy egg-less chocolate ice cream with chocolate chip cookies,39mg,19g
591,641726,Dulce De Leche Brownies,54mg,8g
592,642026,Easy Mojito,18mg,16g
593,643602,Fresh Strawberry Baked Mini Donuts with Strawberry-Lime Glaze,14mg,10g
594,643775,Indian-Style Pumpkin Side Dish,3mg,4g
595,643945,"Fruit and Spinach Salad with ""Xocai Activ"" Vinaigrette",37mg,5g
596,644188,"Garden Fresh Heirloom Tomato, Pepper, and Cucumber Salad",35mg,1g
597,644393,Garlicky Mussels With Curry Cream,41mg,0g
598,644823,Gluten Free Dairy Free Lemon Raspberry Bars,99mg,13g
599,644842,Gluten Free Oatmeal Raisin Cookies,83mg,6g
600,644895,Gluten-Free Peanut Butter Kiss Cookies,36mg,3g
601,644898,Gluten-free Pumpkin Doughnut Holes (a.k.a. Mini Muffins),57mg,4g
602,644914,Glutinous Rice Poppy Muffins,35mg,9g
603,645175,Granola,5mg,19g
604,645479,Green Monster Ice Pops,92mg,9g
605,645621,Grilled Chicken & Corn Red Potato Salad,62mg,4g
606,646136,Halloween Haystacks,80mg,10g
607,646442,Healthy Black Forest Baked Oatmeal,31mg,20g
608,646524,Healthy Vegan Red Velvet Brownies,74mg,22g
609,647261,Honey Nut Raspberry Baked Oatmeal,21mg,19g
610,647371,Hot and Sour Grilled Fish Fillets,6mg,0g
611,647608,Huevos Rancheros,7mg,1g
612,648345,Jalapeño Corn Cakes With Avocado Salsa,53mg,1g
613,648452,Japalac Cocktail,1mg,1g
614,648698,Kahlua Tiramisu,45mg,10g
615,650601,Madeleines,64mg,8g
616,651837,Midnight Crackles Cookies,71mg,7g
617,651984,Mini Tofu Chiffon Cake,19mg,7g
618,652345,Monogram Cookies,65mg,6g
619,652460,Moscow Mule,18mg,21g
620,652861,My Favourite Ricotta Sandwich,1mg,0g
621,654516,Pandan Thumbprint Biscuits,31mg,16g
622,654534,Paneer Makhani,100mg,2g
623,655477,Peas And Tarragon With Fresh Goat Cheese,3mg,3g
624,655838,Pesto Rolls,71mg,0g
625,656569,Polish Rugelach,43mg,10g
626,657058,Powdered Buttermilk Beignets With Raspberry and Chocolate Dipping Sauce,56mg,7g
627,657343,Pumpkin Pecan Streusel Muffins,52mg,13g
628,657448,Purim Poppy Seed Hamentaschen,34mg,7g
629,657719,Radish & Snap Pea Quinoa Salad,78mg,6g
630,657875,Raspberry Jam Swirled Buns,72mg,8g
631,657889,Raspberry Peach Crisp,41mg,16g
632,657976,Raw Energy Balls,60mg,9g
633,659563,Scarlet Poached Pears,18mg,23g
634,659887,Shortbread Lemon Cookies,37mg,4g
635,660837,Spaghetti With Smoked Salmon and Prawns,20mg,0g
636,661676,Stir Fry Sliced Pork With Young Ginger and Spring Onion - Featured In Group,33mg,0g
637,661760,Strawberry Bites,97mg,4g
638,661833,Strawberry Mango Crumble,14mg,24g
639,662218,Summer Fruit Sangria,12mg,22g
640,662558,Sweet Potato Bars,62mg,6g
641,662871,Tapioca Pudding with Pineapple and Coconut,49mg,16g
642,663222,The Best Lemon Bars in the World,31mg,23g
643,664246,Upside Down Orange Cake,38mg,18g
644,664327,Vanilla Panna Cotta with Chocolate Ganache,8mg,1g
645,664340,Vanilla Yogurt Mousse With Strawberry Marshmallow,50mg,18g
646,664396,Vegan Beet Borscht,60mg,3g
647,664575,Vegetable Paneer Skewers Or Paneer Tikka,19mg,3g
648,664825,Viennese Biscuit,49mg,1g
649,665476,Xocai Healthy Dark Chocolate Brownies,63mg,6g
650,665527,Yellow Squash Noodles with Tomato Basil Sauce,85mg,11g
651,665537,Yoghurt Honey Madeleines,42mg,5g
652,665624,Zaianne's Beef Rendang,45mg,9g
653,715480,Cajun Style Sweet Potato Fries,4mg,4g
654,1096312,Chocolate PB & J Cups,15mg,8g
655,1165029,Instant Pot Curried Lentil Soup,79mg,8g
656,1697561,Berries and Cream Chocolate Pie,0mg,0g
657,1697579,Rigatoni al Forno,9mg,1g
658,1697643,Best Homemade Cole Slaw,76mg,4g
659,1697657,Easy Fudge,0mg,0g
660,1697679,5-minute Ricotta Garlic Herb Dip,1mg,0g
661,1697727,"Make this Creamy, Refreshing Dip & Be Ready for a Party in Less than 5 Minutes",36mg,3g
662,1697821,Mushroom Jerky,71mg,1g
663,157107,Skinny Cheesecake Brownie Bites,95mg,6g
664,157109,Raw Vegan Peanut Butter Pumpkin Bites,42mg,6g
665,157498,Pumpkin Whipped Cream,12mg,4g
666,631744,Flourless Lentil Chocolate Brownies,59mg,16g
667,632368,Angelettis,24mg,9g
668,632522,Apple Crumble,16mg,1g
669,633111,Aval Kadala Burfi,4mg,5g
670,633302,Bacon Caramels,48mg,7g
671,633574,Baked Custard,82mg,22g
672,633950,Balsamic Vinaigrette Dressing,10mg,1g
673,634180,Banana Smoothie Boost,55mg,6g
674,634202,Banana Walnut Cake,58mg,17g
675,634389,Basic Hummus,77mg,0g
676,635679,Borani Esfanaaj,99mg,2g
677,636315,Brown Sugar Sponge Cookie with Chocolate Covered Caramels,20mg,2g
678,636598,Butternut Squash Souffle Side Dish,99mg,3g
679,636769,Mini Ham Omelets,94mg,5g
680,637187,Carrot Cake Snack Bites,10mg,5g
681,637383,Chai Concentrate,22mg,25g
682,638026,Chicken Chili With Black Eyed Peas,56mg,3g
683,638496,Chickpea and Pumpkin Curry,26mg,10g
684,638822,Chocolate Banana Biscotti,54mg,8g
685,638852,Chocolate Brownie With Orange,68mg,13g
686,639493,Cinnamon Toffee Praline Oatmeal Cookies,91mg,5g
687,639593,Classic Daiquiri Cocktail,10mg,11g
688,639637,Classic scones,29mg,12g
689,639715,Coconut Almond Macaroons,5mg,7g
690,639794,Coconut milk risotto (Arborio rice pudding),19mg,9g
691,640489,Cream Cheese Cookies,14mg,1g
692,640624,Creamy Choco-Pumpkin Bars,87mg,12g
693,641014,Cucumber Mint Tea Sandwiches,94mg,7g
694,641308,Decadent Black Forest Cake,49mg,18g
695,641314,Decadent Homemade Oreos,89mg,22g
696,641598,Double Chocolate Mint Cookies,64mg,10g
697,641755,Durian Panna Cotta,33mg,18g
698,643455,"Fresh Cherry Tomato Salad With Red Onions, Avocado and Pimentón",56mg,3g
699,643612,Fresh Strawberry Rhubarb Compote Dessert,8mg,21g
700,643885,Frosted Pumpkin Cookies,83mg,13g
701,644758,Glazed Pearl Onions,1mg,2g
702,644898,Gluten-free Pumpkin Doughnut Holes (a.k.a. Mini Muffins),57mg,4g
703,645419,Green Beans With Roasted Walnuts and Sweet Cranberries,97mg,5g
704,645516,Green Side Salad With Sweet and Spicy Basil Vinaigrette,50mg,3g
705,645572,Griet's vegetable soup,98mg,7g
706,646541,"Heart Healthy, Whole-Grain Brownies",65mg,18g
707,646877,Home made organic maple granola with fresh fruit,77mg,21g
708,647043,Homemade Muesli Breakfast Cereal,34mg,20g
709,647266,Honey Panna Cotta With Blueberries and Graham Crackers,84mg,21g
710,647693,Ice Cream Biscuits,8mg,21g
711,648345,Jalapeño Corn Cakes With Avocado Salsa,53mg,1g
712,648439,Jamie's Guacamole,53mg,1g
713,648698,Kahlua Tiramisu,45mg,10g
714,648729,Kale With Red Onion,7mg,0g
715,649133,"Kunna (A Delicious Chinioti Dish, Punjab, Pakistan)",3mg,2g
716,649361,Layered Poppy Seed Pastries,99mg,9g
717,651972,Mini Pumpkin Donuts,60mg,6g
718,652078,Miso Soup With Thin Noodles,75mg,3g
719,652345,Monogram Cookies,65mg,6g
720,652433,Moroccan Lemon Shish Kebabs,66mg,0g
721,652964,Nasi Minyak (Malaysian Festive Rice),68mg,5g
722,653128,No Bake Chocolate Bars,88mg,16g
723,653521,Oh Pear Cocktail,3mg,8g
724,653824,Orange Cashew Salad,71mg,10g
725,653930,Orange Poppy Seed Drops,49mg,7g
726,655706,Peppery Absorption-Cooked Red-Wine Capellini,89mg,13g
727,657719,Radish & Snap Pea Quinoa Salad,78mg,6g
728,657875,Raspberry Jam Swirled Buns,72mg,8g
729,657965,Raw Banana Ice Cream Cups,6mg,5g
730,658674,"Roasted Sunchoke, Apple, and Onion Soup",98mg,8g
731,658737,Roja Sangria,5mg,21g
732,659447,Sauteed Trout with Pecans,96mg,1g
733,659563,Scarlet Poached Pears,18mg,23g
734,660996,Spiced Tomato Gratin...My Way,50mg,7g
735,661014,Spicy Banana Zucchini Balls,24mg,3g
736,661834,Strawberry Mango Green Tea Limeade,14mg,16g
737,661912,Strawberry Vanilla Bean Cheesecake Pudding Pops,62mg,12g
738,662303,Sunday Morning Doughnuts,71mg,24g
739,662582,Sweet Potato Green Tea Pancake Roll,65mg,9g
740,663113,Thai Green Mango Salad,81mg,15g
741,663849,Tropical Citrus Granita,55mg,10g
742,664281,Vampire Kiss Martini,3mg,4g
743,664327,Vanilla Panna Cotta with Chocolate Ganache,8mg,1g
744,664340,Vanilla Yogurt Mousse With Strawberry Marshmallow,50mg,18g
745,664468,Vegan Peach Cobbler Milkshake,79mg,23g
746,664650,Vegetarian Chinese Pot Stickers,91mg,0g
747,665247,White Veal Stock (Fond Blanc De Veau),38mg,4g
748,665285,Whole Wheat Focaccia Bread with Caramelized Onion,66mg,3g
749,700339,Cinnamon Vanilla Hot Chocolate,40mg,8g
750,715411,Chocolate Mint Marble Bark with Almonds,7mg,22g
751,1095737,Pistachio Pesto Penne,15mg,2g
752,1095765,Rhubarb & Blueberry Pink Lemonade,17mg,7g
753,1155776,Easy Homemade Chocolate Truffles,33mg,23g
754,1697397,Avocado chocolate truffles,68mg,3g
755,1697541,Pasta With Feta Cheese And Asparagus,8mg,0g
756,1697587,Salt and Pepper Chicken,56mg,4g
757,1697627,Berry Chantilly Cake,15mg,0g
758,1697727,"Make this Creamy, Refreshing Dip & Be Ready for a Party in Less than 5 Minutes",36mg,3g
759,631878,5 Minute to Magnificent Cake,46mg,8g
760,631902,A Healthier Cookie with Mini M&Ms,29mg,24g
761,632100,Almond Butter Cookies,44mg,3g
762,632148,Almond Lime Squares,71mg,1g
763,632246,Alouette Crumbled Goat Cheese Provencal Mini Tacos,14mg,0g
764,632280,Amaretto Almond Cookies,12mg,3g
765,633082,Authentic Mexican Wedding Cookies,34mg,5g
766,633126,Avocado and Orange Salad With Orange-Ginger Dressing,64mg,17g
767,633302,Bacon Caramels,48mg,7g
768,633548,Baked Cinnamon Apple Wedges,3mg,23g
769,633574,Baked Custard,82mg,22g
770,633779,Baked Salmon With Lime,99mg,2g
771,633998,Banana Blueberry Pancakes,44mg,9g
772,634300,Barbecued Corn on the Cob With Spiced Butter,26mg,10g
773,634986,Bing's Banana Cake,72mg,6g
774,635679,Borani Esfanaaj,99mg,2g
775,635754,Boysenberry Brownies,13mg,10g
776,636080,Breakfast Sticky Buns,34mg,16g
777,636112,Brilliant & Beautiful Blueberry Tart,47mg,12g
778,636300,Brown sugar & Spice Sugar cookie frogs,58mg,7g
779,636331,Brownie Cupcakes,36mg,11g
780,636540,Buttermilk Buckle + Grape + Blueberry + Streusel,64mg,17g
781,636769,Mini Ham Omelets,94mg,5g
782,637482,Chavrie Stuffed Grape Leaves,6mg,3g
783,638218,Chicken Orange Skewers,72mg,6g
784,638883,Chocolate Carrot Cake Baked Doughnuts,99mg,24g
785,639156,Chocolate Peanut Butter-Filled Cookies,92mg,12g
786,639249,"Chocolate, Pb and Banana Oats",73mg,18g
787,639287,Chocolate-Peppermint Thumbprint Cookies,47mg,19g
788,639450,Cinnamon Cookies,30mg,5g
789,639487,Cinnamon Sugar Fried Apples,19mg,12g
790,639593,Classic Daiquiri Cocktail,10mg,11g
791,639802,Coconut Pound Cake,94mg,17g
792,640204,Country Pork Skillet With Potatoes and Mushrooms,81mg,1g
793,640366,Cranberry Crumb Bars,95mg,6g
794,640398,Cranberry Orange Scones,55mg,5g
795,642152,"Easy, Healthy Peanut Butter Chocolate Chip Cookies",18mg,4g
796,642554,Fall Fruit Compote,30mg,20g
797,643487,Fresh Fruit Ice Cream,67mg,20g
798,644393,Garlicky Mussels With Curry Cream,41mg,0g
799,645032,Goldilocks Chia Seed Porridge,77mg,5g
800,645707,Grilled Figs With Blue Cheese and Citrus Honey,66mg,3g
801,646484,Healthy Hazelnut Cookies,70mg,3g
802,647261,Honey Nut Raspberry Baked Oatmeal,21mg,19g
803,647277,Honey Roasted Root Vegetables,18mg,5g
804,647465,Hot Garlic and Oil Pasta,9mg,0g
805,648119,Italian Fig Cookies,43mg,3g
806,648439,Jamie's Guacamole,53mg,1g
807,648742,Kappa Maki,9mg,1g
808,649328,Lavender Tea With Lemon French Macarons,11mg,9g
809,649748,Lemon Pudding Pie,97mg,23g
810,650169,Little Apricot Cakes,60mg,16g
811,650180,Little phyllo cakes with blackberry,55mg,9g
812,651256,Matcha Power Latte,34mg,5g
813,652078,Miso Soup With Thin Noodles,75mg,3g
814,653352,Nutella Brownies,47mg,17g
815,653610,Old-Fashioned Oatmeal Raisin Pecan Cookies,78mg,9g
816,653819,Orange Caprese Salad,74mg,10g
817,654344,Pain Perdu - Brioche French Toast,93mg,2g
818,654512,Pandan Chiffon Cake,54mg,8g
819,655019,Patriotic Strawberries,13mg,10g
820,655212,Peanut Butter and Apple Oatmeal Breakfast Bars,61mg,17g
821,657343,Pumpkin Pecan Streusel Muffins,52mg,13g
822,658129,"Red, White, and Blue Fruit Salsa",34mg,11g
823,659199,Salted Chocolate Chunk Cookies,66mg,17g
824,659248,Sangria In Ice Bowl,26mg,11g
825,659447,Sauteed Trout with Pecans,96mg,1g
826,660959,Spiced Lassi,87mg,4g
827,661014,Spicy Banana Zucchini Balls,24mg,3g
828,662150,Sugar Crinkles,30mg,3g
829,662582,Sweet Potato Green Tea Pancake Roll,65mg,9g
830,662669,Swiss Chard Linguine,23mg,1g
831,663637,Tomato soup with dumplings,43mg,8g
832,664275,Valentines Day Crispy Treats,44mg,13g
833,664308,Vanilla crème brûlée,27mg,7g
834,664452,Vegan Mango Chia seed Mango Coconut Ice Pops,7mg,24g
835,664474,Vegan Pumpkin Pie Butter Cups,70mg,11g
836,664663,Vegetarian Jacket Potatoes,49mg,2g
837,664912,Waldorf Salad With Fresh Goat Cheese,2mg,7g
838,664932,Walnut Pesto,24mg,0g
839,665128,Whiskey Mushroom Cream Sauce,66mg,3g
840,665306,Wholemeal Steam Bun,75mg,1g
841,715411,Chocolate Mint Marble Bark with Almonds,7mg,22g
842,918031,Oatmeal Chocolate Chip Cookies,56mg,9g
843,1095687,Roasted Figs and Cherries Dessert,1mg,15g
844,1697523,6 Mouthwatering Parfait You Need in Your Life Right Now,1mg,14g
845,1697533,Roasted Tomato and White Bean Stew,11mg,3g
846,1697537,Hawaiian Poke (Aloha Poke),57mg,1g
847,1697587,Salt and Pepper Chicken,56mg,4g
848,1697589,Hummingbird Carrot Cake,33mg,9g
849,1697605,Chocolate Peanut Butter Cupcakes,25mg,1g
850,1697679,5-minute Ricotta Garlic Herb Dip,1mg,0g
851,1697691,Quick & Easy Blueberry Crisp,2mg,1g
852,1697701,Boo-tifully Delicious Triple Chocolate Cupcakes,25mg,0g
853,1697817,Don't Leave Home Without It: Homemade Beef Jerky to Take on Your Next Hike,18mg,0g
854,157994,Oreo Balls,86mg,11g
855,631741,Divine Christmas Candy Cane Cookies,2mg,4g
856,632570,Apple Pie Honey Wheat Scones,94mg,14g
857,632790,Arugula Walnut Pesto,56mg,1g
858,633942,Balsamic Roasted Vegetables,75mg,9g
859,633950,Balsamic Vinaigrette Dressing,10mg,1g
860,634180,Banana Smoothie Boost,55mg,6g
861,635446,Blueberry Cinnamon Porridge,33mg,10g
862,635743,Bournvita Marshmallow Cookies,46mg,6g
863,636080,Breakfast Sticky Buns,34mg,16g
864,636141,Broad Beans With Lemon & Thyme Vinaigrette,24mg,2g
865,636300,Brown sugar & Spice Sugar cookie frogs,58mg,7g
866,636315,Brown Sugar Sponge Cookie with Chocolate Covered Caramels,20mg,2g
867,636331,Brownie Cupcakes,36mg,11g
868,636393,Buckwheat Galette With An Egg,54mg,2g
869,636675,Cacao-Pecan Shortbread Cookies,94mg,4g
870,637383,Chai Concentrate,22mg,25g
871,637482,Chavrie Stuffed Grape Leaves,6mg,3g
872,638496,Chickpea and Pumpkin Curry,26mg,10g
873,639156,Chocolate Peanut Butter-Filled Cookies,92mg,12g
874,639234,Chocolate Wafers,27mg,3g
875,639361,Christmas Fruit Cake,58mg,11g
876,639450,Cinnamon Cookies,30mg,5g
877,639728,Coconut Bliss Smoothie,15mg,17g
878,639865,Coffee Cookies,3mg,3g
879,640461,Crawfish Cake Sliders,87mg,3g
880,640730,Creme Brulee,32mg,6g
881,641308,Decadent Black Forest Cake,49mg,18g
882,641374,Delectable Passover Magic Bars,49mg,15g
883,641445,Dessert That's No Problem: Baked Pears with Oatmeal Crumble,57mg,22g
884,642303,Eggplant pizzette,70mg,7g
885,643119,Flourless Apple Macadamia Cookies,35mg,5g
886,644188,"Garden Fresh Heirloom Tomato, Pepper, and Cucumber Salad",35mg,1g
887,644885,Gluten Free Vegan Gnocchi,69mg,1g
888,644898,Gluten-free Pumpkin Doughnut Holes (a.k.a. Mini Muffins),57mg,4g
889,646411,Hazelnut Truffles,3mg,2g
890,646541,"Heart Healthy, Whole-Grain Brownies",65mg,18g
891,647465,Hot Garlic and Oil Pasta,9mg,0g
892,648698,Kahlua Tiramisu,45mg,10g
893,648729,Kale With Red Onion,7mg,0g
894,649328,Lavender Tea With Lemon French Macarons,11mg,9g
895,649593,Lemon Cupcakes,19mg,18g
896,649794,Lemon square bars,6mg,7g
897,650751,Mango Avocado Ice Cream,17mg,11g
898,650755,Mango Black Tea Skinny Cocktail,2mg,1g
899,651256,Matcha Power Latte,34mg,5g
900,651389,Medenjaci - Croatian Honey Spice Cookies,73mg,9g
901,652078,Miso Soup With Thin Noodles,75mg,3g
902,652183,Mocha Muffins,29mg,21g
903,653127,No Bake Chocolate Peanut Butter Oatmeal Cookies,31mg,9g
904,653128,No Bake Chocolate Bars,88mg,16g
905,653610,Old-Fashioned Oatmeal Raisin Pecan Cookies,78mg,9g
906,653882,Orange Grapefruit Spritzer,14mg,4g
