"Food code","Main food description","WWEIA Category description","Recipe"
"58302080","Noodles with vegetables in tomato-based sauce, diet frozen meal","Pasta mixed dishes, excludes macaroni and cheese","Pasta  cooked  enriched  without added salt, Tomato products  canned  puree  without salt added, Tomatoes  red  ripe  canned  packed in tomato juice, Summer squash  cooked  as ingredient, Mushrooms  white  cooked  boiled  drained  without salt, Cheese  parmesan  grated, Onions  cooked  boiled  drained  without salt, Sugars  granulated, Cornstarch, Salt  table  iodized, Oil  olive  salad or cooking, Spices  garlic powder"
"58304400","Linguini with vegetables and seafood in white wine sauce, diet frozen meal","Pasta mixed dishes, excludes macaroni and cheese","Cream  fluid  half and half, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Mollusks  scallop  (bay and sea)  cooked  steamed, Mollusks  clam  mixed species  canned  drained solids, Beverages  water  tap  municipal, Celery  raw, Beverages  water  tap  municipal, Mushrooms  canned  drained solids, Butter  salted, Cornstarch, Salt  table  iodized, Pasta  cooked  enriched  without added salt"
"58305250","Pasta with vegetable and cheese sauce, diet frozen meal","Pasta mixed dishes, excludes macaroni and cheese","Noodles  egg  enriched  cooked, Broccoli  cooked  as ingredient, Beverages  water  tap  municipal, Milk  nonfat  fluid  without added vitamin A and vitamin D (fat free or skim), Cheese  parmesan  grated, Cheese  cheddar (Includes foods for USDA's Food Distribution Program), Cornstarch, Salt  table  iodized, Spices  garlic powder, Sugars  granulated, Spices  onion powder, Oil  soybean  salad or cooking  (partially hydrogenated) and cottonseed"
"58408500","Noodle soup with vegetables, Asian style","Soups","Soup  vegetable with beef broth  canned  prepared with equal volume water, Garlic  raw, Ginger root  raw, Soy sauce made from soy and wheat (shoyu), Onions  spring or scallions (includes tops and bulb)  raw, Vegetable oil  NFS, Spices  pepper  black, Rice noodles  cooked, Mushrooms  shiitake  cooked  without salt, Cabbage  cooked  as ingredient, Peas  edible-podded  frozen  cooked  boiled  drained  without salt"
"58409000","Noodle soup, with fish ball, shrimp, and dark green leafy vegetable","Soups","Fish broth, Garlic  raw, Ginger root  raw, Soy sauce made from soy and wheat (shoyu), Onions  spring or scallions (includes tops and bulb)  raw, Vegetable oil  NFS, Spices  pepper  black, Codfish ball or cake, Rice noodles  cooked, Broccoli  chinese  raw, Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture)"
"58509200","Macaroni with vegetables, baby food, strained","Baby food: meat and dinners","Babyfood  dinner  pasta with vegetables"
"59003000","Meat substitute, cereal- and vegetable protein-based, fried","Processed soy products","Wheat flour  whole-grain (Includes foods for USDA's Food Distribution Program), Beverages  water  tap  municipal, Soy sauce made from soy and wheat (shoyu), Seaweed  agar  dried, Vegetable oil  NFS"
"71220000","Vegetable chips","Tortilla, corn, other chips","Snacks  vegetable chips  made from garden vegetables, Snacks  vegetable chips  HAIN CELESTIAL GROUP  TERRA CHIPS"
"71403500","Potato, home fries, with vegetables","French fries and other fried white potatoes","Potatoes  baked  flesh  without salt, Potatoes  baked  flesh and skin  without salt, Vegetable oil  NFS, Salt  table  iodized, Onions  raw, Peppers  sweet  green  raw, Peppers  hot chili  red  raw"
"71507035","Potato, baked, peel not eaten, with vegetables","White potatoes, baked or boiled","Potatoes  baked  flesh  without salt, Salt  table  iodized, Butter  salted, Cheese  cheddar (Includes foods for USDA's Food Distribution Program), Broccoli  frozen  chopped  cooked  boiled  drained  without salt"
"71508035","Potato, baked, peel eaten, with vegetables","White potatoes, baked or boiled","Potatoes  baked  flesh and skin  without salt, Salt  table  iodized, Butter  salted, Cheese  cheddar (Includes foods for USDA's Food Distribution Program), Broccoli  frozen  chopped  cooked  boiled  drained  without salt"
"72308000","Dark-green leafy vegetable soup with meat, Asian style","Soups","Soup  vegetable with beef broth  canned  prepared with equal volume water, Garlic  raw, Ginger root  raw, Soy sauce made from soy and wheat (shoyu), Onions  spring or scallions (includes tops and bulb)  raw, Vegetable oil  NFS, Spices  pepper  black, Pork  fresh  loin  whole  separable lean only  cooked  braised, Broccoli  chinese  raw"
"72308500","Dark-green leafy vegetable soup, meatless, Asian style","Soups","Soup  vegetable with beef broth  canned  prepared with equal volume water, Garlic  raw, Ginger root  raw, Soy sauce made from soy and wheat (shoyu), Onions  spring or scallions (includes tops and bulb)  raw, Vegetable oil  NFS, Spices  pepper  black, Broccoli  chinese  raw"
"74303000","Tomato and vegetable juice, 100%","Vegetable juice","Vegetable juice cocktail  canned"
"74303100","Tomato and vegetable juice, 100%, low sodium","Vegetable juice","Tomato and vegetable juice  low sodium"
"74404020","Spaghetti sauce with added vegetables","Pasta sauces, tomato-based","Sauce  pasta  spaghetti/marinara  ready-to-serve, Mushrooms  white  cooked  boiled  drained  without salt, Summer squash  cooked  as ingredient, Peppers  sweet  green  cooked  boiled  drained  without salt, Red pepper  cooked  as ingredient"
"74606010","Tomato vegetable soup, prepared with water","Soups","Soup  tomato  canned  condensed, Beverages  water  tap  drinking"
"74606020","Tomato vegetable soup with noodles, prepared with water","Soups","Soup  vegetarian vegetable  canned  prepared with equal volume water"
"75100250","Raw vegetable, NFS","Other vegetables and combinations","Carrots  raw, Celery  raw, Tomatoes  raw, Broccoli  raw"
"75132000","Mixed vegetable juice","Vegetable juice","Carrot juice  canned, Celery  raw"
"75142000","Cucumber and vegetable namasu","Coleslaw, non-lettuce salads","Cucumber  with peel  raw, Carrots  raw, Vinegar  distilled, Sugars  granulated, Ginger root  raw, Salt  table  iodized"
"75143000","Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing","Lettuce and lettuce salads","Mixed salad greens  raw, Tomatoes  red  ripe  raw  year round average, Celery  raw, Carrots  raw, Cucumber  with peel  raw, Onions  raw"
"75440600","Vegetable curry","Vegetable dishes","Curry sauce, Vegetables as ingredient in curry, Vegetable oil  NFS, Salt  table  iodized"
"75143100","Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing","Lettuce and lettuce salads","Mixed salad greens  raw, Tomatoes  red  ripe  raw  year round average, Carrots  raw, Celery  raw, Onions  raw, Avocados  raw  all commercial varieties, Cucumber  with peel  raw"
"75143200","Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing","Lettuce and lettuce salads","Mixed salad greens  raw, Tomatoes  red  ripe  raw  year round average, Carrots  raw, Celery  raw, Cucumber  with peel  raw, Onions  raw, Cheese  cheddar (Includes foods for USDA's Food Distribution Program)"
"75143300","Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing","Lettuce and lettuce salads","Mixed salad greens  raw, Tomatoes  red  ripe  raw  year round average, Carrots  raw, Celery  raw, Onions  raw, Cucumber  with peel  raw, Egg  whole  cooked  hard-boiled"
"75143350","Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing","Lettuce and lettuce salads","Mixed salad greens  raw, Celery  raw, Carrots  raw, Cheese  cheddar (Includes foods for USDA's Food Distribution Program), Egg  whole  cooked  hard-boiled, Tomatoes  red  ripe  raw  year round average, Cucumber  with peel  raw, Radishes  raw"
"75310990","Classic mixed vegetables, cooked, from restaurant","Other vegetables and combinations","Carrots  fresh  cooked  no added fat, Green beans  fresh  cooked  no added fat, Green peas  fresh  cooked  no added fat, Corn  fresh  cooked  no added fat, Oil or table fat  NFS, Salt  table  iodized"
"75311012","Classic mixed vegetables, frozen, cooked, no added fat","Other vegetables and combinations","Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Salt  table  iodized"
"75311013","Classic mixed vegetables, canned, cooked, no added fat","Other vegetables and combinations","Carrots  canned  cooked  no added fat, Green beans  canned  cooked  no added fat, Green peas  canned  cooked  no added fat, Corn  canned  cooked  no added fat"
"75311020","Classic mixed vegetables, NS as to form, cooked","Other vegetables and combinations","Classic mixed vegetables  frozen  cooked  fat added  NS as to fat type"
"75311022","Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type","Other vegetables and combinations","Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Oil or table fat  NFS, Salt  table  iodized"
"75311023","Classic mixed vegetables, canned, cooked, fat added, NS as to fat type","Other vegetables and combinations","Carrots  canned  cooked  fat added  NS as to fat type, Green beans  canned  cooked  fat added  NS as to fat type, Green peas  canned  cooked  fat added  NS as to fat type, Corn  canned  cooked  fat added  NS as to fat type"
"75311027","Classic mixed vegetables, frozen, cooked with oil","Other vegetables and combinations","Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"75311028","Classic mixed vegetables, frozen, cooked with butter or margarine","Other vegetables and combinations","Vegetables  mixed  frozen  cooked  boiled  drained  without salt, Table fat  NFS, Salt  table  iodized"
"75311030","Classic mixed vegetables, canned, cooked with oil","Other vegetables and combinations","Carrots  canned  cooked with oil, Green beans  canned  cooked with oil, Green peas  canned  cooked with oil, Corn  canned  cooked with oil"
"75311031","Classic mixed vegetables, canned, cooked with butter or margarine","Other vegetables and combinations","Carrots  canned  cooked with butter or margarine, Green beans  canned  cooked with butter or margarine, Green peas  canned  cooked with butter or margarine, Corn  canned  cooked with butter or margarine"
"75311110","Classic mixed vegetables, canned, reduced sodium, cooked, no added fat","Other vegetables and combinations","Carrots  canned  reduced sodium  cooked  no added fat, Green beans  canned  reduced sodium  cooked  no added fat, Green peas  canned  reduced sodium  cooked  no added fat, Corn  canned  reduced sodium  cooked  no added fat"
"75311120","Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type","Other vegetables and combinations","Carrots  canned  reduced sodium  cooked  fat added  NS as to fat type, Green beans  canned  reduced sodium  cooked  fat added  NS as to fat type, Green peas  canned  reduced sodium  cooked  fat added  NS as to fat type, Corn  canned  reduced sodium  cooked  fat added  NS as to fat type"
"75311121","Classic mixed vegetables, canned, reduced sodium, cooked with oil","Other vegetables and combinations","Carrots  canned  reduced sodium  cooked with oil, Green beans  canned  reduced sodium  cooked with oil, Green peas  canned  reduced sodium  cooked with oil, Corn  canned  reduced sodium  cooked with oil"
"75311122","Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine","Other vegetables and combinations","Carrots  canned  reduced sodium  cooked with butter or margarine, Green beans  canned  reduced sodium  cooked with butter or margarine, Green peas  canned  reduced sodium  cooked with butter or margarine, Corn  canned  reduced sodium  cooked with butter or margarine"
"75317010","Vegetables, stew type, cooked, fat added","Other vegetables and combinations","Potato  boiled  from fresh  peel not eaten  fat added  NS as to fat type, Carrots  fresh  cooked  fat added  NS as to fat type, Onions  cooked  fat added, Celery  cooked"
"75317020","Vegetables, stew type, cooked, no added fat","Other vegetables and combinations","Potato  boiled  from fresh  peel not eaten  no added fat, Carrots  fresh  cooked  no added fat, Onions  cooked  no added fat, Celery  raw"
"75340010","Asian stir fry vegetables, cooked, no added fat","Other vegetables and combinations","Broccoli  cooked  as ingredient, Water Chesnut, Green pepper  cooked  as ingredient, Carrots  cooked  as ingredient, Snowpea  frozen  cooked  no added fat, Salt  table  iodized"
"75340020","Asian stir fry vegetables, cooked, fat added","Other vegetables and combinations","Broccoli  cooked  as ingredient, Water Chesnut, Green pepper  cooked  as ingredient, Carrots  cooked  as ingredient, Snowpea  frozen  cooked  no added fat, Oil or table fat  NFS, Salt  table  iodized"
"75365000","Vegetable mixture, dried","Not included in a food category","Carrots  raw, Peas  green  raw, Tomatoes  red  ripe  raw  year round average, Beans  snap  green  raw, Soybeans  mature seeds  roasted  salted, Seeds  sunflower seed kernels  dry roasted  without salt, Spices  parsley  dried, Peppers  sweet  green  raw, Peppers  sweet  red  raw, Salt  table  iodized"
